seller_gst,product_category,subtotal,taxes,total_amount,gst_percentage,is_fraud,fraud_type
35DNAET1422U1Z5,Books,32221.65,1611.08,33832.73,5.0,0,None
29KFWSE0853R1Z5,Books,39324.77,0,-100,5.0,1,Anomalous Value
11WLQVA0725C1Z5,Essential Medicine,46834.84,5620.18,52505.02,12.0,1,Calculation Error
07LTHYI9147W1Z5,Electronics,9147.75,1646.6,10794.35,18.0,0,None
20SYYJF3936S1Z5,Services,19588.93,3526.01,23114.940000000002,18.0,0,None
18YKYOZ2260M1Z5,Books,4353.57,217.68,4571.25,5.0,0,None
27QMQGL5537Q1Z5,Electronics,29448.44,1472.42,30920.86,18.0,1,Rate Mismatch
04LAYHA1098Q1Z5,Grocery,23421.01,1171.05,24592.059999999998,5.0,0,None
03VIKWJ8916L1Z5,Electronics,37610.12,0,-100,18.0,1,Anomalous Value
21SMDWD8921L1Z5,Grocery,40434.15,2021.71,42455.86,5.0,0,None
0ZSJO4KC0H5JZ30,Grocery,23356.08,1167.8,24523.88,5.0,1,Invalid GSTIN
10MIJUB9166D1Z5,Grocery,8416.4,420.82,8837.22,5.0,0,None
06GLGMO2252V1Z5,Services,39031.82,7025.73,46057.55,18.0,0,None
17ITIPX5456G1Z5,Grocery,3978.33,198.92,4177.25,5.0,0,None
14FFRAL6051H1Z5,Services,45621.72,8211.91,53833.630000000005,18.0,0,None
AOHN1LGZENSKHLW,Luxury Goods,9247.08,2589.18,11836.26,28.000000000000004,1,Invalid GSTIN
28XVTEA6921B1Z5,Services,37415.29,6734.75,44150.04,18.0,0,None
34CJZLT3934S1Z5,Essential Medicine,47402.09,5688.25,53090.34,12.0,0,None
10OUHDM2695R1Z5,Grocery,33351.45,1667.57,35019.02,5.0,0,None
LGB6VMWPARL5UK2,Essential Medicine,527.32,63.28,590.6,12.0,1,Invalid GSTIN
01JPZDP5302C1Z5,Services,12069.68,2172.54,14242.220000000001,18.0,0,None
02MMCGO5193Q1Z5,Services,23159.39,0,-100,18.0,1,Anomalous Value
06USKFC5705W1Z5,Books,42368.15,2118.41,44486.56,5.0,0,None
20ZVLQN4178N1Z5,Books,25663.18,1283.16,26946.34,5.0,0,None
35BEHPZ0090T1Z5,Grocery,17229.4,861.47,18090.870000000003,5.0,0,None
21XZWSZ7866Q1Z5,Services,11467.23,2064.1,13531.33,18.0,0,None
17PMMPT3368D1Z5,Grocery,9572.15,478.61,10050.76,5.0,0,None
10NXHTU8625A1Z5,Luxury Goods,40722.97,11402.43,52175.4,28.000000000000004,1,Calculation Error
06NXJZR1122H1Z5,Books,4559.6,227.98,4887.58,5.0,1,Calculation Error
08XDJQD6446F1Z5,Electronics,13614.05,2450.53,16064.58,18.0,0,None
15CEUQH4335W1Z5,Electronics,34904.04,6282.73,41186.770000000004,18.0,0,None
05BRSUZ0658H1Z5,Essential Medicine,30537.43,3664.49,34201.92,12.0,0,None
10FVSNX6156C1Z5,Luxury Goods,25236.2,7066.14,32352.34,28.000000000000004,1,Calculation Error
20OMUNP1941V1Z5,Luxury Goods,296.78,83.1,379.88,28.000000000000004,0,None
05IHGDN3121U1Z5,Books,10982.5,549.12,11531.62,5.0,0,None
02QCJBJ3529J1Z5,Essential Medicine,41590.5,4990.86,46681.36,12.0,1,Calculation Error
06IFPRY4610T1Z5,Services,41460.35,0,-100,18.0,1,Anomalous Value
13MEXCY9277O1Z5,Essential Medicine,41998.9,2099.95,44098.85,12.0,1,Rate Mismatch
26ZQMIR0757Q1Z5,Luxury Goods,1582.07,442.98,2125.05,28.000000000000004,1,Calculation Error
13ODQWF9288Y1Z5,Electronics,43030.28,7745.45,50775.729999999996,18.0,0,None
29HFOAC5684O1Z5,Electronics,44833.5,8070.03,52903.53,18.0,0,None
08SINAU9181K1Z5,Luxury Goods,41967.04,0,-100,28.000000000000004,1,Anomalous Value
07IDWQQ7968D1Z5,Essential Medicine,29713.41,3565.61,33279.02,12.0,0,None
14SDWLZ1477L1Z5,Essential Medicine,1516.03,181.92,1697.95,12.0,0,None
02RTPFL0137V1Z5,Essential Medicine,30996.54,3719.58,34716.12,12.0,0,None
08XAIXM7348D1Z5,Books,9857.85,492.89,10350.74,5.0,0,None
02YHYZV0979J1Z5,Luxury Goods,36011.64,10083.26,46094.9,28.000000000000004,0,None
28FGXKZ0207W1Z5,Grocery,14181.51,709.08,14890.59,5.0,0,None
29NTGYW2296W1Z5,Books,21073.0,1053.65,22126.65,5.0,0,None
26QKNRQ8382U1Z5,Books,5737.34,286.87,6024.21,5.0,0,None
27JIHNM5491O1Z5,Services,44593.09,8026.76,52619.85,18.0,0,None
23LAEXO8112B1Z5,Electronics,17373.0,3127.14,20600.14,18.0,1,Calculation Error
22IDKIH9335B1Z5,Services,12538.74,2256.97,14795.71,18.0,0,None
37VSCTJ4425B1Z5,Electronics,33226.36,1661.32,34887.68,18.0,1,Rate Mismatch
21CWPHZ0613J1Z5,Electronics,14026.1,2524.7,16550.8,18.0,0,None
19VRNTQ9770H1Z5,Services,30960.38,3715.25,34675.630000000005,18.0,1,Rate Mismatch
19BSJMS5841P1Z5,Essential Medicine,43547.04,5225.64,48772.68,12.0,0,None
17OSTCO9955R1Z5,Books,23131.19,2775.74,25906.93,5.0,1,Rate Mismatch
4WD5K04MUHRQT9P,Electronics,18675.84,3361.65,22037.49,18.0,1,Invalid GSTIN
04LKCZN0421L1Z5,Luxury Goods,14044.5,3932.46,17976.96,28.000000000000004,0,None
33HNCSQ7617S1Z5,Essential Medicine,31078.31,3729.4,34807.71,12.0,0,None
22ZSQTV8722T1Z5,Essential Medicine,31254.68,3750.56,35005.24,12.0,0,None
33ZUUGG1665A1Z5,Essential Medicine,18018.75,2162.25,20181.0,12.0,0,None
29MJQHX5449Y1Z5,Grocery,14818.85,740.94,15559.79,5.0,0,None
30FOHBJ1766W1Z5,Luxury Goods,45233.35,12665.34,57898.69,28.000000000000004,0,None
01UMQCT8301V1Z5,Books,18661.36,933.07,19594.43,5.0,0,None
14RIYUB5016Y1Z5,Services,37763.22,0,-100,18.0,1,Anomalous Value
11LKIYX8277D1Z5,Electronics,43507.34,7831.32,51288.659999999996,18.0,1,Calculation Error
35HVLRF0994T1Z5,Services,45403.49,5448.42,50851.909999999996,18.0,1,Rate Mismatch
10FTCDP7012P1Z5,Electronics,17770.51,3198.69,20969.199999999997,18.0,0,None
14WWMEF1333T1Z5,Services,49628.44,8933.12,58561.560000000005,18.0,0,None
03GGXXO0066X1Z5,Services,9782.8,489.14,10271.939999999999,18.0,1,Rate Mismatch
31VHOKN4389Y1Z5,Grocery,9386.67,469.33,9856.0,5.0,0,None
27EXOKO1588C1Z5,Books,16183.59,0,-100,5.0,1,Anomalous Value
11PRCRP5301P1Z5,Essential Medicine,48673.26,5840.79,54514.05,12.0,0,None
22DKGYF7147O1Z5,Grocery,25348.83,1267.44,26616.27,5.0,0,None
34JCKCE9522I1Z5,Services,10303.41,1854.61,12158.02,18.0,0,None
05FMXXO9703D1Z5,Luxury Goods,48452.23,13566.62,62018.850000000006,28.000000000000004,0,None
07UCZVN7441F1Z5,Electronics,8561.46,1541.06,10102.519999999999,18.0,0,None
3QOP4EB6IN59QDQ,Services,14752.34,2655.42,17407.760000000002,18.0,1,Invalid GSTIN
08WNFGP2766V1Z5,Essential Medicine,37434.95,4492.19,41927.14,12.0,0,None
33VSQXZ9973A1Z5,Services,19607.32,3529.32,23086.64,18.0,1,Calculation Error
33ULHGL8067T1Z5,Services,31651.57,5697.28,37348.85,18.0,0,None
28BEPCU3618G1Z5,Grocery,40380.89,2019.04,42449.93,5.0,1,Calculation Error
27AXWIY3392F1Z5,Services,27820.68,5007.72,32778.4,18.0,1,Calculation Error
35GJBKG5157D1Z5,Electronics,4684.32,843.18,5527.5,18.0,0,None
14IFJQW0757P1Z5,Luxury Goods,40260.17,11272.85,51633.02,28.000000000000004,1,Calculation Error
11VPIUH4516N1Z5,Electronics,27815.07,0,-100,18.0,1,Anomalous Value
16PUYLI7655Q1Z5,Essential Medicine,20836.23,2500.35,23336.579999999998,12.0,0,None
32AOYEL6757W1Z5,Luxury Goods,29823.43,5368.22,35191.65,28.000000000000004,1,Rate Mismatch
12RVFOJ2725S1Z5,Luxury Goods,19697.7,5515.36,25263.06,28.000000000000004,1,Calculation Error
12TQXDF7199M1Z5,Luxury Goods,4715.13,1320.24,6035.37,28.000000000000004,0,None
12USTMJ7487W1Z5,Electronics,43097.11,7757.48,50854.59,18.0,0,None
01ZVJWM8410D1Z5,Services,39238.45,0,-100,18.0,1,Anomalous Value
10MJYIS0071E1Z5,Books,19843.23,992.16,20835.39,5.0,0,None
14JVRXE5863Q1Z5,Luxury Goods,33857.61,9480.13,43337.74,28.000000000000004,0,None
09EPCFI9818K1Z5,Electronics,29052.54,5229.46,34282.0,18.0,0,None
VRELBCKXPLQ4V2K,Electronics,39814.7,7166.65,46981.35,18.0,1,Invalid GSTIN
32BQTEJ7636A1Z5,Luxury Goods,231.94,64.94,296.88,28.000000000000004,0,None
26XVPBS4489U1Z5,Electronics,37165.33,6689.76,43855.090000000004,18.0,0,None
05UXLNT7825A1Z5,Services,24881.07,6966.7,31847.77,18.0,1,Rate Mismatch
33BDRDP7469O1Z5,Books,3580.95,179.05,3760.0,5.0,0,None
17ISDGV1089P1Z5,Essential Medicine,41156.43,4938.77,46095.2,12.0,0,None
34RXQRY9022O1Z5,Grocery,3491.74,0,-100,5.0,1,Anomalous Value
37VJSYM2394Y1Z5,Services,15998.53,799.93,16798.46,18.0,1,Rate Mismatch
27EIKSL1083F1Z5,Grocery,9036.69,451.83,9488.52,5.0,0,None
06OSRXP3808C1Z5,Luxury Goods,29381.3,8226.76,37608.06,28.000000000000004,0,None
25OVQGA5615N1Z5,Grocery,36274.41,1813.72,38088.130000000005,5.0,0,None
14WVLSD2994G1Z5,Luxury Goods,33892.82,9489.99,43382.81,28.000000000000004,0,None
01QJPHZ2315K1Z5,Luxury Goods,26296.76,7363.09,33659.85,28.000000000000004,0,None
02MSIMB0349J1Z5,Services,8514.78,1532.66,10047.44,18.0,0,None
32HXXWC2742F1Z5,Essential Medicine,45588.17,5470.58,51058.75,12.0,0,None
34DYLJS5141Q1Z5,Luxury Goods,25096.21,7026.94,32123.149999999998,28.000000000000004,0,None
02NOTNP6143P1Z5,Services,16109.03,2899.63,19008.66,18.0,0,None
01JFPOY4816Q1Z5,Books,15949.73,797.49,16747.22,5.0,0,None
09KMORK7273A1Z5,Electronics,7301.5,1314.27,8615.77,18.0,0,None
10SJLDV9874R1Z5,Services,43061.37,7751.05,50812.420000000006,18.0,0,None
12MQOZC9978V1Z5,Books,49213.95,2460.7,51674.649999999994,5.0,0,None
7JS6PIIWR41YDPH,Services,4103.38,738.61,4841.99,18.0,1,Invalid GSTIN
27XEWGH1037K1Z5,Services,44020.57,7923.7,52044.27,18.0,1,Calculation Error
01TVELQ9810O1Z5,Luxury Goods,30498.5,8539.58,39038.08,28.000000000000004,0,None
17NMVFH4102R1Z5,Books,5033.45,604.01,5637.46,5.0,1,Rate Mismatch
35WJSWB7240I1Z5,Luxury Goods,29630.73,8296.6,38027.33,28.000000000000004,1,Calculation Error
07ATNMQ9123J1Z5,Books,15940.62,797.03,16737.65,5.0,0,None
96FAK4X11PWHV8S,Services,12475.03,2245.51,14720.54,18.0,1,Invalid GSTIN
27WFVLE3971R1Z5,Books,19215.82,0,-100,5.0,1,Anomalous Value
03JRCJA8970D1Z5,Books,25616.37,1280.82,26897.19,5.0,0,None
14MTAGK9925I1Z5,Essential Medicine,45799.35,12823.82,58623.17,12.0,1,Rate Mismatch
01AHHIP9319K1Z5,Essential Medicine,49119.78,5894.37,55014.15,12.0,0,None
12FWXOF3576K1Z5,Books,26686.16,1334.31,28020.47,5.0,0,None
12VDHOJ1673N1Z5,Electronics,43042.44,7747.64,50890.08,18.0,1,Calculation Error
31ZVXMX8803J1Z5,Essential Medicine,4995.22,599.43,5594.650000000001,12.0,0,None
30KPIRC6404U1Z5,Services,29185.91,5253.46,34439.37,18.0,0,None
28HSBFL4141D1Z5,Electronics,16858.68,3034.56,19893.24,18.0,0,None
18JGVFB0793S1Z5,Luxury Goods,5445.78,1524.82,6970.599999999999,28.000000000000004,0,None
06ZSNCW3882B1Z5,Grocery,20270.88,1013.54,21284.420000000002,5.0,0,None
04WMQRH0016I1Z5,Luxury Goods,200.47,10.02,210.49,28.000000000000004,1,Rate Mismatch
15BVHBH8635U1Z5,Grocery,31442.81,1572.14,33014.950000000004,5.0,0,None
03MNLZV4737M1Z5,Grocery,1731.57,86.58,1818.1499999999999,5.0,0,None
32BDSLS7509A1Z5,Books,43807.83,2190.39,45998.22,5.0,0,None
34AJROB5765W1Z5,Electronics,20317.16,3657.09,23974.25,18.0,0,None
35YXZXW7674R1Z5,Luxury Goods,17433.08,4881.26,22264.340000000004,28.000000000000004,1,Calculation Error
20HTOEV1595G1Z5,Luxury Goods,49348.35,13817.54,63165.89,28.000000000000004,0,None
VQ7BRPQJM46O4SC,Essential Medicine,48485.56,5818.27,54303.83,12.0,1,Invalid GSTIN
19HQGOQ1456B1Z5,Luxury Goods,40462.48,11329.49,51791.97,28.000000000000004,0,None
20OJOBL4451X1Z5,Books,47160.42,2358.02,49518.439999999995,5.0,0,None
P3RX1QH08COCEDI,Luxury Goods,34235.14,9585.84,43820.979999999996,28.000000000000004,1,Invalid GSTIN
36UOXTH9614J1Z5,Books,16084.23,804.21,16888.44,5.0,0,None
08MUXZB2369P1Z5,Essential Medicine,12941.54,647.08,13588.62,12.0,1,Rate Mismatch
25HVMBG6534X1Z5,Luxury Goods,35654.1,9983.15,45637.25,28.000000000000004,0,None
9O81K0YYL4FA3MN,Services,18470.15,3324.63,21794.780000000002,18.0,1,Invalid GSTIN
08TYYSH2071R1Z5,Electronics,47321.39,8517.85,55839.24,18.0,0,None
11BJGDH1191Q1Z5,Books,21562.07,1078.1,22640.17,5.0,0,None
L1BO4830F769P79,Electronics,8410.11,1513.82,9923.93,18.0,1,Invalid GSTIN
28QVUBZ8579P1Z5,Grocery,36374.94,1818.75,38193.69,5.0,0,None
14OIUTM7165B1Z5,Grocery,889.66,44.48,934.14,5.0,0,None
7P299036B0T8JB2,Grocery,41613.87,2080.69,43694.560000000005,5.0,1,Invalid GSTIN
29CABVG6950B1Z5,Electronics,33365.4,6005.77,39371.17,18.0,0,None
30TCCKN0857O1Z5,Grocery,26056.93,1302.85,27359.78,5.0,0,None
23BDQZL3046U1Z5,Luxury Goods,527.97,147.83,675.8000000000001,28.000000000000004,0,None
24USHBO6167C1Z5,Electronics,12462.28,2243.21,14705.490000000002,18.0,0,None
26QQXQO0593R1Z5,Grocery,9645.82,482.29,10228.11,5.0,1,Calculation Error
02AUPFE7408B1Z5,Books,22216.38,1110.82,23327.2,5.0,0,None
04XIWWT6954P1Z5,Grocery,35418.01,1770.9,37188.91,5.0,0,None
28MSBGK8484E1Z5,Services,17257.38,3106.33,20363.71,18.0,0,None
04CQHNI4225A1Z5,Books,14427.9,721.39,15149.289999999999,5.0,0,None
03AMBTI9631P1Z5,Electronics,23104.58,4158.82,27263.4,18.0,0,None
14YCVMQ8915H1Z5,Essential Medicine,16708.12,2004.97,18663.09,12.0,1,Calculation Error
03NBDZY4306A1Z5,Electronics,45208.37,0,-100,18.0,1,Anomalous Value
10PPJTV7942T1Z5,Essential Medicine,47645.12,5717.41,53362.53,12.0,0,None
06ZPRWR0462G1Z5,Grocery,1828.29,91.41,1919.7,5.0,0,None
03GPOJP5034C1Z5,Essential Medicine,40439.95,4852.79,45292.74,12.0,0,None
32LCNZC6184B1Z5,Luxury Goods,32304.76,9045.33,41350.09,28.000000000000004,0,None
04UMBBP5283R1Z5,Electronics,16015.3,2882.75,18898.05,18.0,0,None
26GNFBB6519S1Z5,Electronics,18944.5,3410.01,22354.510000000002,18.0,0,None
37ALMGD2707X1Z5,Essential Medicine,34191.61,4102.99,38294.6,12.0,0,None
24OYTAI6650S1Z5,Luxury Goods,33480.76,9374.61,42955.37,28.000000000000004,1,Calculation Error
28MLICA1922K1Z5,Electronics,31813.32,3817.6,35630.92,18.0,1,Rate Mismatch
02FYIEP2095Q1Z5,Essential Medicine,24897.14,2987.66,27834.8,12.0,1,Calculation Error
02NDUYO5353F1Z5,Grocery,33953.03,1697.65,35650.68,5.0,0,None
29QUJCQ1445Y1Z5,Electronics,48078.74,8654.17,56732.909999999996,18.0,0,None
31JFSFT4584A1Z5,Grocery,15894.63,794.73,16689.36,5.0,0,None
07NECWU3889L1Z5,Grocery,17485.39,0,-100,5.0,1,Anomalous Value
08ETIWW3736Z1Z5,Books,12011.06,600.55,12661.609999999999,5.0,1,Calculation Error
20CDAIX6218Z1Z5,Essential Medicine,39814.23,4777.71,44591.94,12.0,0,None
18ZMAYM5867H1Z5,Essential Medicine,10631.16,1275.74,11906.9,12.0,0,None
10GSM5IUTHET396,Grocery,14230.48,711.52,14942.0,5.0,1,Invalid GSTIN
03BWNJC0148D1Z5,Services,6391.36,0,-100,18.0,1,Anomalous Value
19HEFCM6563D1Z5,Luxury Goods,41942.98,0,-100,28.000000000000004,1,Anomalous Value
23QMBKI2153T1Z5,Services,22054.82,3969.87,26024.69,18.0,0,None
16ZJIVP1509A1Z5,Grocery,13383.89,669.19,14053.08,5.0,0,None
31SLEJC1191K1Z5,Electronics,46233.65,0,-100,18.0,1,Anomalous Value
31CETYB0517O1Z5,Books,1211.08,0,-100,5.0,1,Anomalous Value
33ASKYX5547V1Z5,Electronics,31270.47,1563.52,32833.99,18.0,1,Rate Mismatch
22QLEZF2838P1Z5,Luxury Goods,30854.05,8639.13,39493.18,28.000000000000004,0,None
32GPBHR9920T1Z5,Electronics,8523.93,1534.31,10058.24,18.0,0,None
17UBXKN2717Y1Z5,Electronics,23983.81,4317.09,28300.9,18.0,0,None
31QPHMC0558B1Z5,Electronics,43103.66,7758.66,50862.32000000001,18.0,0,None
33CKKPX9193J1Z5,Luxury Goods,2947.9,0,-100,28.000000000000004,1,Anomalous Value
03QEMRI7200Q1Z5,Essential Medicine,5770.93,692.51,6463.4400000000005,12.0,0,None
33LYNTI9585W1Z5,Essential Medicine,19292.25,0,-100,12.0,1,Anomalous Value
36BXRGN4888J1Z5,Luxury Goods,44829.66,12552.3,57381.96000000001,28.000000000000004,0,None
29PAGGP7073X1Z5,Books,41821.9,2091.1,43913.0,5.0,0,None
36TXXXR2984R1Z5,Grocery,5333.02,266.65,5599.67,5.0,0,None
16SKSSU0585B1Z5,Grocery,21940.76,1097.04,23037.8,5.0,0,None
31WABVP4802M1Z5,Essential Medicine,45242.28,5429.07,50671.35,12.0,0,None
06PKWGY1101S1Z5,Essential Medicine,37940.19,4552.82,42493.01,12.0,0,None
14JIXKI5068Y1Z5,Grocery,36409.13,1820.46,38229.59,5.0,0,None
13MEENE5328Q1Z5,Electronics,33072.84,5953.11,39025.95,18.0,0,None
31APHTC9780F1Z5,Services,41512.43,7472.24,48984.67,18.0,0,None
20JRFBH4641S1Z5,Grocery,37060.98,1853.05,38914.030000000006,5.0,0,None
36ATZXM9858R1Z5,Books,18177.98,908.9,19086.88,5.0,0,None
09RKSRC4742N1Z5,Services,43157.87,7768.42,50926.29,18.0,0,None
35JWOKF0074K1Z5,Services,4210.48,757.89,4968.37,18.0,0,None
27YMAEV9561D1Z5,Books,4155.61,207.78,4363.389999999999,5.0,0,None
31QCKWF7891R1Z5,Grocery,29300.79,1465.04,30765.83,5.0,0,None
11OHVYF5789C1Z5,Luxury Goods,15323.98,0,-100,28.000000000000004,1,Anomalous Value
09YWHCM4669B1Z5,Luxury Goods,44911.41,12575.19,57486.600000000006,28.000000000000004,0,None
17WCGMF9225R1Z5,Services,10544.66,1265.36,11810.02,18.0,1,Rate Mismatch
08ZZRTB2191X1Z5,Luxury Goods,42857.82,12000.19,54858.01,28.000000000000004,0,None
07QZNBA6705H1Z5,Luxury Goods,26430.61,0,-100,28.000000000000004,1,Anomalous Value
02CIVNP8907P1Z5,Books,19638.3,981.91,20620.21,5.0,0,None
35HHVJX8743J1Z5,Luxury Goods,35563.38,1778.17,37341.549999999996,28.000000000000004,1,Rate Mismatch
31TKHTF5138V1Z5,Grocery,33169.58,1658.48,34828.060000000005,5.0,0,None
22UJFPC0557N1Z5,Grocery,36979.27,1848.96,38828.229999999996,5.0,0,None
27EYHFY0060Y1Z5,Grocery,31487.68,1574.38,33062.06,5.0,0,None
03UTHOT8258L1Z5,Books,44610.64,2230.53,46791.17,5.0,1,Calculation Error
23FLGVG9967I1Z5,Luxury Goods,42532.16,11909.0,54441.16,28.000000000000004,0,None
35UKROL3348E1Z5,Luxury Goods,18590.98,5205.47,23796.45,28.000000000000004,0,None
36ZPCWA7530T1Z5,Grocery,35481.89,1774.09,37255.979999999996,5.0,0,None
09NJGZV6722Y1Z5,Grocery,19359.16,967.96,20327.12,5.0,0,None
04HAGGU5187S1Z5,Books,40099.48,2004.97,42104.450000000004,5.0,0,None
26WOFPX4089N1Z5,Luxury Goods,15523.96,0,-100,28.000000000000004,1,Anomalous Value
34JOODF0102N1Z5,Services,30767.43,5538.14,36305.57,18.0,0,None
14OCFJC9116Q1Z5,Electronics,35428.29,6377.09,41805.380000000005,18.0,0,None
35MCMMC9731P1Z5,Electronics,4388.76,789.98,5278.74,18.0,1,Calculation Error
08YFDYO9693P1Z5,Books,11947.49,597.37,12544.86,5.0,0,None
08CRTVI1361O1Z5,Grocery,46609.19,2330.46,48939.65,5.0,0,None
09WESSC0348C1Z5,Books,28060.25,0,-100,5.0,1,Anomalous Value
30HCOCA9636D1Z5,Electronics,1666.22,0,-100,18.0,1,Anomalous Value
15HCTIZ8255R1Z5,Electronics,7265.84,1307.85,8573.69,18.0,0,None
02LHCRO9637Z1Z5,Luxury Goods,8425.29,2359.08,10784.37,28.000000000000004,0,None
13NDUWF2937R1Z5,Electronics,23607.72,4249.39,27857.11,18.0,0,None
33HSHEC4463K1Z5,Luxury Goods,22014.24,0,-100,28.000000000000004,1,Anomalous Value
10TLTIY2834O1Z5,Luxury Goods,11674.5,3268.86,14893.36,28.000000000000004,1,Calculation Error
28SPCLO4279B1Z5,Luxury Goods,26848.48,7517.57,34366.05,28.000000000000004,0,None
LCMSBS6BGRZDVXL,Electronics,12836.47,2310.56,15147.029999999999,18.0,1,Invalid GSTIN
4I0C9V3IR7HKCI6,Services,27707.4,4987.33,32694.730000000003,18.0,1,Invalid GSTIN
14PEREI8549L1Z5,Essential Medicine,39174.06,4700.89,43874.95,12.0,0,None
06AXKGG1726J1Z5,Essential Medicine,46821.36,5618.56,52439.92,12.0,0,None
01WGBQN1711T1Z5,Electronics,11192.41,2014.63,13307.04,18.0,1,Calculation Error
01NDPIW6427M1Z5,Services,26143.6,0,-100,18.0,1,Anomalous Value
03GPRKV2029I1Z5,Grocery,12368.95,2226.41,14595.36,5.0,1,Rate Mismatch
06LTVPP2156Q1Z5,Grocery,6129.49,306.47,6535.96,5.0,1,Calculation Error
05PHMIG7824M1Z5,Books,8554.75,0,-100,5.0,1,Anomalous Value
23CUMQI1658W1Z5,Books,13575.71,678.79,14254.5,5.0,0,None
24ZCZYH3228J1Z5,Services,43553.15,7839.57,51392.72,18.0,0,None
25IPFIB4715Z1Z5,Grocery,16087.32,804.37,16891.69,5.0,0,None
28IJKMD3899P1Z5,Grocery,25039.28,7011.0,32050.28,5.0,1,Rate Mismatch
9TO3P92BIQGWA7D,Electronics,41804.06,7524.73,49328.78999999999,18.0,1,Invalid GSTIN
23ALTXN5000F1Z5,Grocery,21225.98,1061.3,22387.28,5.0,1,Calculation Error
19WOSST0461K1Z5,Services,39529.44,7115.3,46644.740000000005,18.0,0,None
32EMCMW5562U1Z5,Luxury Goods,13531.95,3788.95,17320.9,28.000000000000004,0,None
05EMLWL9049Y1Z5,Luxury Goods,26415.97,7396.47,33812.44,28.000000000000004,0,None
19BLTWO9939E1Z5,Electronics,11740.43,2113.28,13853.710000000001,18.0,0,None
33CUGPN0337Z1Z5,Books,23565.61,1178.28,24743.89,5.0,0,None
16WBMQX6187G1Z5,Grocery,148.68,7.43,156.11,5.0,0,None
35TDDEB4066D1Z5,Services,11055.35,1989.96,13145.310000000001,18.0,1,Calculation Error
10BFZDV0547T1Z5,Essential Medicine,19332.15,2319.86,21652.010000000002,12.0,0,None
35TOTXW1029E1Z5,Services,2484.32,447.18,2931.5,18.0,0,None
03DWRUC9479H1Z5,Books,49927.49,2496.37,52423.86,5.0,0,None
37BCXWF8611V1Z5,Services,5188.45,1452.77,6641.219999999999,18.0,1,Rate Mismatch
34QSCPJ9638I1Z5,Books,2192.29,109.61,2301.9,5.0,0,None
03EZJHL2217V1Z5,Luxury Goods,40463.28,11329.72,51793.0,28.000000000000004,0,None
09OBHIG2167W1Z5,Grocery,43037.61,2151.88,45289.49,5.0,1,Calculation Error
25KUDRK9313A1Z5,Electronics,47985.41,8637.37,56622.780000000006,18.0,0,None
05TWTDB2173A1Z5,Electronics,33841.82,0,-100,18.0,1,Anomalous Value
17HLXBQ9761G1Z5,Services,43059.35,12056.62,55115.97,18.0,1,Rate Mismatch
22SPIUB1608B1Z5,Services,30062.45,0,-100,18.0,1,Anomalous Value
31UWMPT8513C1Z5,Books,19606.54,980.33,20586.870000000003,5.0,0,None
16WJIGG9381A1Z5,Books,3477.76,173.89,3651.65,5.0,0,None
03EKZTD9592D1Z5,Services,10010.6,1801.91,11812.51,18.0,0,None
04AQQRE6040Q1Z5,Books,7748.09,387.4,8135.49,5.0,0,None
23KGSYT3794K1Z5,Electronics,19671.26,3540.83,23212.089999999997,18.0,0,None
30SKDFO4102H1Z5,Grocery,47265.02,2363.25,49628.27,5.0,0,None
01VRBEA0876W1Z5,Books,3206.04,160.3,3366.34,5.0,0,None
23IYNOI1791Q1Z5,Books,30167.45,1508.37,31675.82,5.0,0,None
35OTZNB9325X1Z5,Services,7733.79,1392.08,9125.869999999999,18.0,0,None
12ORZZI2909P1Z5,Essential Medicine,42632.88,5115.95,47748.829999999994,12.0,0,None
11SSDTP7067R1Z5,Luxury Goods,20707.0,5797.96,26604.96,28.000000000000004,1,Calculation Error
21HZTUW7842T1Z5,Services,29975.19,5395.53,35370.72,18.0,0,None
28TZRXE3075B1Z5,Electronics,22758.58,4096.54,26855.120000000003,18.0,0,None
06IGGCH0988F1Z5,Grocery,1603.78,80.19,1683.97,5.0,0,None
02AJKKR7909L1Z5,Luxury Goods,4547.68,1273.35,5821.030000000001,28.000000000000004,0,None
22WFQMD6331Y1Z5,Electronics,33054.01,3966.48,37020.490000000005,18.0,1,Rate Mismatch
17QOKWO2420M1Z5,Grocery,43523.1,2176.16,45699.259999999995,5.0,0,None
22SXBTX5072Q1Z5,Essential Medicine,33125.81,9275.23,42401.03999999999,12.0,1,Rate Mismatch
25CWAAG4109A1Z5,Electronics,12238.67,2202.96,14441.630000000001,18.0,0,None
07CPHIN6449O1Z5,Electronics,45287.68,8151.78,53439.46,18.0,0,None
13MDROI5253C1Z5,Luxury Goods,34996.11,9798.91,44795.020000000004,28.000000000000004,0,None
13XVZMR7364F1Z5,Electronics,30287.32,5451.72,35739.04,18.0,0,None
10YWQLT6654Q1Z5,Services,39566.06,7121.89,46687.95,18.0,0,None
06IPBZI3933F1Z5,Books,2732.32,136.62,2868.94,5.0,0,None
12ECOWW0638H1Z5,Electronics,7642.31,1375.62,9017.93,18.0,0,None
17DYUPI0147N1Z5,Books,47884.25,2394.21,50278.46,5.0,0,None
RDEDV7AT93YKAEF,Electronics,12238.83,2202.99,14441.82,18.0,1,Invalid GSTIN
03PLQNK7884U1Z5,Luxury Goods,2140.15,599.24,2739.3900000000003,28.000000000000004,0,None
03RLSIR6836J1Z5,Electronics,27121.29,4881.83,32003.120000000003,18.0,0,None
